operation, contention, priorities, seconds, nanoseconds, bytes
write, 0, 5171417, 1048576
write, 0, 5886518, 1048576
write, 0, 5272587, 1048576
write, 0, 5281597, 1048576
write, 0, 5417162, 1048576
write, 0, 5228512, 1048576
write, 0, 5243104, 1048576
write, 0, 5359565, 1048576
write, 0, 5247844, 1048576
write, 0, 5240254, 1048576
write, 0, 5518041, 1048576
write, 0, 5235404, 1048576
write, 0, 5276947, 1048576
write, 0, 5587149, 1048576
write, 0, 5323862, 1048576
write, 0, 5289169, 1048576
write, 0, 5429302, 1048576
write, 0, 5266016, 1048576
write, 0, 5114481, 1048576
write, 0, 5348815, 1048576
write, 0, 5444624, 1048576
write, 0, 5246774, 1048576
write, 0, 5358715, 1048576
write, 0, 5261726, 1048576
write, 0, 5100660, 1048576
write, 0, 5359795, 1048576
write, 0, 5265746, 1048576
write, 0, 5182578, 1048576
write, 0, 5193419, 1048576
write, 0, 5411000, 1048576
write, 0, 5253435, 1048576
write, 0, 5562106, 1048576
write, 0, 5597069, 1048576
write, 0, 5514281, 1048576
write, 0, 5242123, 1048576
write, 0, 5255685, 1048576
write, 0, 5375177, 1048576
write, 0, 5935323, 1048576
write, 0, 5504420, 1048576
write, 0, 5425992, 1048576
write, 0, 5284318, 1048576
write, 0, 5263016, 1048576
write, 0, 5231132, 1048576
write, 0, 5249554, 1048576
write, 0, 5092849, 1048576
write, 0, 5385629, 1048576
write, 0, 5158055, 1048576
write, 0, 5275537, 1048576
write, 0, 5493389, 1048576
write, 0, 5173346, 1048576
write, 0, 5276148, 1048576
write, 0, 5320971, 1048576
write, 0, 5347074, 1048576
write, 0, 5320151, 1048576
write, 0, 5348515, 1048576
write, 0, 5522832, 1048576
write, 0, 5202520, 1048576
write, 0, 5593069, 1048576
write, 0, 5260676, 1048576
write, 0, 5402990, 1048576
write, 0, 5081108, 1048576
write, 0, 5244254, 1048576
write, 0, 5245814, 1048576
write, 0, 5164016, 1048576
write, 0, 5237874, 1048576
write, 0, 5231572, 1048576
write, 0, 5337473, 1048576
write, 0, 5333203, 1048576
write, 0, 5199120, 1048576
write, 0, 5351895, 1048576
write, 0, 5207020, 1048576
write, 0, 5243944, 1048576
write, 0, 5372477, 1048576
write, 0, 5244124, 1048576
write, 0, 5281638, 1048576
write, 0, 5336744, 1048576
write, 0, 5472817, 1048576
write, 0, 5208720, 1048576
write, 0, 5340624, 1048576
write, 0, 5219691, 1048576
write, 0, 5233603, 1048576
write, 0, 5329372, 1048576
write, 0, 5232623, 1048576
write, 0, 5269796, 1048576
write, 0, 5369347, 1048576
write, 0, 5406230, 1048576
write, 0, 5112690, 1048576
write, 0, 5339943, 1048576
write, 0, 5193079, 1048576
write, 0, 5322451, 1048576
write, 0, 5167766, 1048576
write, 0, 5444764, 1048576
write, 0, 5314591, 1048576
write, 0, 5371007, 1048576
write, 0, 5232173, 1048576
write, 0, 5415291, 1048576
write, 0, 5449254, 1048576
write, 0, 5025152, 1048576
write, 0, 5069257, 1048576
write, 0, 5400090, 1048576
write, 0, 5220442, 1048576
write, 0, 5247734, 1048576
write, 0, 5314661, 1048576
write, 0, 5228282, 1048576
write, 0, 5442894, 1048576
write, 0, 5307250, 1048576
write, 0, 5268466, 1048576
write, 0, 5210031, 1048576
write, 0, 5302430, 1048576
write, 0, 5227382, 1048576
write, 0, 5290588, 1048576
write, 0, 5601850, 1048576
write, 0, 5170737, 1048576
write, 0, 5245974, 1048576
write, 0, 5579488, 1048576
write, 0, 5247334, 1048576
write, 0, 5271726, 1048576
write, 0, 5352465, 1048576
write, 0, 5241394, 1048576
write, 0, 5177267, 1048576
write, 0, 5363876, 1048576
write, 0, 5216182, 1048576
write, 0, 5018691, 1048576
write, 0, 5582847, 1048576
write, 0, 5253585, 1048576
write, 0, 5279138, 1048576
write, 0, 5184308, 1048576
