operation, contention, priorities, seconds, nanoseconds, bytes
read, 0, 6650235, 16777216
read, 0, 6683457, 16777216
read, 0, 6551695, 16777216
read, 0, 6575587, 16777216
read, 0, 6632362, 16777216
read, 0, 6827862, 16777216
read, 0, 6551165, 16777216
read, 0, 6557826, 16777216
read, 0, 6588488, 16777216
read, 0, 6568326, 16777216
read, 0, 6847134, 16777216
read, 0, 6548925, 16777216
read, 0, 6676087, 16777216
read, 0, 6563535, 16777216
read, 0, 6723402, 16777216
read, 0, 6612361, 16777216
read, 0, 6562246, 16777216
read, 0, 6550594, 16777216
read, 0, 6713180, 16777216
read, 0, 6563916, 16777216
read, 0, 6550125, 16777216
read, 0, 6655855, 16777216
read, 0, 6558715, 16777216
read, 0, 6614631, 16777216
read, 0, 6881147, 16777216
read, 0, 6563636, 16777216
read, 0, 6709791, 16777216
read, 0, 6561846, 16777216
read, 0, 6565746, 16777216
read, 0, 6551174, 16777216
read, 0, 6631762, 16777216
read, 0, 6773317, 16777216
read, 0, 6710531, 16777216
read, 0, 6846654, 16777216
read, 0, 6560615, 16777216
read, 0, 6551284, 16777216
read, 0, 6631502, 16777216
read, 0, 6567786, 16777216
read, 0, 6570326, 16777216
read, 0, 6574357, 16777216
read, 0, 6551655, 16777216
read, 0, 6551965, 16777216
read, 0, 6630612, 16777216
read, 0, 6753085, 16777216
read, 0, 6563266, 16777216
read, 0, 6575707, 16777216
read, 0, 6552025, 16777216
read, 0, 6577127, 16777216
read, 0, 6565886, 16777216
read, 0, 6548515, 16777216
read, 0, 6559876, 16777216
read, 0, 6596669, 16777216
read, 0, 6545494, 16777216
read, 0, 6581028, 16777216
read, 0, 6565026, 16777216
read, 0, 6719861, 16777216
read, 0, 6761005, 16777216
read, 0, 6563515, 16777216
read, 0, 6545004, 16777216
read, 0, 6659216, 16777216
read, 0, 6559395, 16777216
read, 0, 6565446, 16777216
read, 0, 6798100, 16777216
read, 0, 6558315, 16777216
read, 0, 6547704, 16777216
read, 0, 6563515, 16777216
read, 0, 6794299, 16777216
read, 0, 6562866, 16777216
read, 0, 6584698, 16777216
read, 0, 6547924, 16777216
read, 0, 6562585, 16777216
read, 0, 6615161, 16777216
read, 0, 6549495, 16777216
read, 0, 6559126, 16777216
read, 0, 6561176, 16777216
read, 0, 6545574, 16777216
read, 0, 6604519, 16777216
read, 0, 6565666, 16777216
read, 0, 6548514, 16777216
read, 0, 6561076, 16777216
read, 0, 6549065, 16777216
read, 0, 6561346, 16777216
read, 0, 6570997, 16777216
read, 0, 6560666, 16777216
read, 0, 6811790, 16777216
read, 0, 6627952, 16777216
read, 0, 6550535, 16777216
read, 0, 6777938, 16777216
read, 0, 6770006, 16777216
read, 0, 6550114, 16777216
read, 0, 6561946, 16777216
read, 0, 6580508, 16777216
read, 0, 6744914, 16777216
read, 0, 6565716, 16777216
read, 0, 6559175, 16777216
read, 0, 6546004, 16777216
read, 0, 6564086, 16777216
read, 0, 6561175, 16777216
read, 0, 6546414, 16777216
read, 0, 6580018, 16777216
