operation, contention, seconds, nanoseconds, bytes, iterations
write, 1, 0, 260136, 131072, 8192
write, 1, 0, 258596, 131072, 8192
write, 1, 0, 259496, 131072, 8192
write, 1, 0, 260776, 131072, 8192
write, 1, 0, 259816, 131072, 8192
write, 1, 0, 258366, 131072, 8192
write, 1, 0, 260026, 131072, 8192
write, 1, 0, 260986, 131072, 8192
write, 1, 0, 260466, 131072, 8192
write, 1, 0, 257746, 131072, 8192
write, 1, 0, 255666, 131072, 8192
write, 1, 0, 260876, 131072, 8192
write, 1, 0, 260466, 131072, 8192
write, 1, 0, 258735, 131072, 8192
write, 1, 0, 260656, 131072, 8192
write, 1, 0, 259626, 131072, 8192
write, 1, 0, 261096, 131072, 8192
write, 1, 0, 257946, 131072, 8192
write, 1, 0, 260437, 131072, 8192
write, 1, 0, 258866, 131072, 8192
write, 1, 0, 260666, 131072, 8192
write, 1, 0, 259536, 131072, 8192
write, 1, 0, 260506, 131072, 8192
write, 1, 0, 259145, 131072, 8192
write, 1, 0, 260506, 131072, 8192
write, 1, 0, 259106, 131072, 8192
write, 1, 0, 260106, 131072, 8192
write, 1, 0, 258646, 131072, 8192
write, 1, 0, 259596, 131072, 8192
write, 1, 0, 258895, 131072, 8192
write, 1, 0, 259476, 131072, 8192
write, 1, 0, 258006, 131072, 8192
write, 1, 0, 259346, 131072, 8192
write, 1, 0, 259326, 131072, 8192
write, 1, 0, 259416, 131072, 8192
write, 1, 0, 259106, 131072, 8192
write, 1, 0, 261707, 131072, 8192
write, 1, 0, 261986, 131072, 8192
write, 1, 0, 258616, 131072, 8192
write, 1, 0, 257966, 131072, 8192
write, 1, 0, 261136, 131072, 8192
write, 1, 0, 261926, 131072, 8192
write, 1, 0, 260186, 131072, 8192
write, 1, 0, 259726, 131072, 8192
write, 1, 0, 257596, 131072, 8192
write, 1, 0, 259406, 131072, 8192
write, 1, 0, 260336, 131072, 8192
write, 1, 0, 260106, 131072, 8192
write, 1, 0, 258756, 131072, 8192
write, 1, 0, 260416, 131072, 8192
write, 1, 0, 258366, 131072, 8192
write, 1, 0, 260666, 131072, 8192
write, 1, 0, 258976, 131072, 8192
write, 1, 0, 258846, 131072, 8192
write, 1, 0, 260696, 131072, 8192
write, 1, 0, 257566, 131072, 8192
write, 1, 0, 260016, 131072, 8192
write, 1, 0, 259076, 131072, 8192
write, 1, 0, 258775, 131072, 8192
write, 1, 0, 260286, 131072, 8192
write, 1, 0, 260256, 131072, 8192
write, 1, 0, 258986, 131072, 8192
write, 1, 0, 260396, 131072, 8192
write, 1, 0, 259516, 131072, 8192
write, 1, 0, 259346, 131072, 8192
write, 1, 0, 260006, 131072, 8192
write, 1, 0, 259256, 131072, 8192
write, 1, 0, 259356, 131072, 8192
write, 1, 0, 258676, 131072, 8192
write, 1, 0, 259076, 131072, 8192
write, 1, 0, 261817, 131072, 8192
write, 1, 0, 261956, 131072, 8192
write, 2, 0, 389449, 131072, 8192
write, 2, 0, 389799, 131072, 8192
write, 2, 0, 388499, 131072, 8192
write, 2, 0, 381118, 131072, 8192
write, 2, 0, 397460, 131072, 8192
write, 2, 0, 383369, 131072, 8192
write, 2, 0, 386979, 131072, 8192
write, 2, 0, 384498, 131072, 8192
write, 2, 0, 383659, 131072, 8192
write, 2, 0, 387429, 131072, 8192
write, 2, 0, 384528, 131072, 8192
write, 2, 0, 387248, 131072, 8192
write, 2, 0, 384308, 131072, 8192
write, 2, 0, 390069, 131072, 8192
write, 2, 0, 382779, 131072, 8192
write, 2, 0, 396940, 131072, 8192
write, 2, 0, 387789, 131072, 8192
write, 2, 0, 383848, 131072, 8192
write, 2, 0, 386689, 131072, 8192
write, 2, 0, 383119, 131072, 8192
write, 2, 0, 385618, 131072, 8192
write, 2, 0, 384158, 131072, 8192
write, 2, 0, 385829, 131072, 8192
write, 2, 0, 384839, 131072, 8192
write, 2, 0, 387409, 131072, 8192
write, 2, 0, 386888, 131072, 8192
write, 2, 0, 383718, 131072, 8192
write, 2, 0, 385849, 131072, 8192
write, 2, 0, 385429, 131072, 8192
write, 2, 0, 385218, 131072, 8192
write, 2, 0, 390050, 131072, 8192
write, 2, 0, 387728, 131072, 8192
write, 2, 0, 386878, 131072, 8192
write, 2, 0, 387848, 131072, 8192
write, 2, 0, 389499, 131072, 8192
write, 2, 0, 390139, 131072, 8192
write, 2, 0, 388559, 131072, 8192
write, 2, 0, 388529, 131072, 8192
write, 2, 0, 388559, 131072, 8192
write, 2, 0, 383479, 131072, 8192
write, 2, 0, 386838, 131072, 8192
write, 2, 0, 386758, 131072, 8192
write, 2, 0, 387168, 131072, 8192
write, 2, 0, 385108, 131072, 8192
write, 2, 0, 385649, 131072, 8192
write, 2, 0, 386859, 131072, 8192
write, 2, 0, 391979, 131072, 8192
write, 2, 0, 386709, 131072, 8192
write, 2, 0, 385909, 131072, 8192
write, 2, 0, 386219, 131072, 8192
write, 2, 0, 388549, 131072, 8192
write, 2, 0, 383948, 131072, 8192
write, 2, 0, 388598, 131072, 8192
write, 2, 0, 387448, 131072, 8192
write, 2, 0, 384408, 131072, 8192
write, 2, 0, 385169, 131072, 8192
write, 2, 0, 393839, 131072, 8192
write, 2, 0, 387208, 131072, 8192
write, 2, 0, 386918, 131072, 8192
write, 2, 0, 386148, 131072, 8192
write, 2, 0, 392980, 131072, 8192
write, 2, 0, 383698, 131072, 8192
write, 2, 0, 389339, 131072, 8192
write, 2, 0, 385878, 131072, 8192
write, 2, 0, 384829, 131072, 8192
write, 2, 0, 387259, 131072, 8192
write, 2, 0, 390299, 131072, 8192
write, 2, 0, 382789, 131072, 8192
write, 2, 0, 387459, 131072, 8192
write, 2, 0, 386848, 131072, 8192
write, 2, 0, 386348, 131072, 8192
write, 2, 0, 385929, 131072, 8192
write, 2, 0, 388829, 131072, 8192
write, 2, 0, 386129, 131072, 8192
write, 2, 0, 387589, 131072, 8192
write, 2, 0, 386669, 131072, 8192
write, 2, 0, 393179, 131072, 8192
write, 2, 0, 388328, 131072, 8192
write, 2, 0, 384448, 131072, 8192
write, 2, 0, 385119, 131072, 8192
write, 2, 0, 387949, 131072, 8192
write, 2, 0, 387369, 131072, 8192
write, 2, 0, 385539, 131072, 8192
write, 2, 0, 387649, 131072, 8192
write, 2, 0, 384868, 131072, 8192
write, 2, 0, 386399, 131072, 8192
write, 2, 0, 388169, 131072, 8192
write, 2, 0, 393700, 131072, 8192
write, 2, 0, 389329, 131072, 8192
write, 2, 0, 385439, 131072, 8192
write, 2, 0, 386088, 131072, 8192
write, 2, 0, 382808, 131072, 8192
write, 2, 0, 384009, 131072, 8192
write, 2, 0, 387689, 131072, 8192
write, 2, 0, 386018, 131072, 8192
write, 2, 0, 388118, 131072, 8192
write, 2, 0, 389609, 131072, 8192
write, 2, 0, 388689, 131072, 8192
write, 2, 0, 388719, 131072, 8192
write, 2, 0, 390099, 131072, 8192
write, 3, 0, 515181, 131072, 8192
write, 3, 0, 511591, 131072, 8192
write, 3, 0, 509631, 131072, 8192
write, 3, 0, 544624, 131072, 8192
write, 3, 0, 514172, 131072, 8192
write, 3, 0, 511871, 131072, 8192
write, 3, 0, 517462, 131072, 8192
write, 3, 0, 515002, 131072, 8192
write, 3, 0, 513221, 131072, 8192
write, 3, 0, 514691, 131072, 8192
write, 3, 0, 503181, 131072, 8192
write, 3, 0, 519162, 131072, 8192
write, 3, 0, 508011, 131072, 8192
write, 3, 0, 514702, 131072, 8192
write, 3, 0, 511901, 131072, 8192
write, 3, 0, 508431, 131072, 8192
write, 3, 0, 511941, 131072, 8192
write, 3, 0, 517201, 131072, 8192
write, 3, 0, 510791, 131072, 8192
write, 3, 0, 512521, 131072, 8192
write, 3, 0, 506211, 131072, 8192
write, 3, 0, 506531, 131072, 8192
write, 3, 0, 511571, 131072, 8192
write, 3, 0, 514471, 131072, 8192
write, 3, 0, 513852, 131072, 8192
write, 3, 0, 512581, 131072, 8192
write, 3, 0, 514942, 131072, 8192
write, 3, 0, 513991, 131072, 8192
write, 3, 0, 508261, 131072, 8192
write, 3, 0, 519852, 131072, 8192
write, 3, 0, 505951, 131072, 8192
write, 3, 0, 507831, 131072, 8192
write, 3, 0, 509881, 131072, 8192
write, 3, 0, 504480, 131072, 8192
write, 3, 0, 507390, 131072, 8192
write, 3, 0, 508491, 131072, 8192
write, 3, 0, 511901, 131072, 8192
write, 3, 0, 511141, 131072, 8192
write, 3, 0, 508880, 131072, 8192
write, 3, 0, 509531, 131072, 8192
write, 3, 0, 515261, 131072, 8192
write, 3, 0, 505030, 131072, 8192
write, 3, 0, 509271, 131072, 8192
write, 3, 0, 510882, 131072, 8192
write, 3, 0, 512171, 131072, 8192
write, 3, 0, 509321, 131072, 8192
write, 3, 0, 513902, 131072, 8192
write, 3, 0, 512571, 131072, 8192
write, 3, 0, 505951, 131072, 8192
write, 3, 0, 512351, 131072, 8192
write, 3, 0, 509911, 131072, 8192
write, 3, 0, 504940, 131072, 8192
write, 3, 0, 507890, 131072, 8192
write, 3, 0, 510371, 131072, 8192
write, 3, 0, 516672, 131072, 8192
write, 3, 0, 515741, 131072, 8192
write, 3, 0, 511201, 131072, 8192
write, 3, 0, 516632, 131072, 8192
write, 3, 0, 515211, 131072, 8192
write, 3, 0, 512981, 131072, 8192
write, 3, 0, 510421, 131072, 8192
write, 3, 0, 515252, 131072, 8192
write, 3, 0, 511671, 131072, 8192
write, 3, 0, 510341, 131072, 8192
write, 3, 0, 512121, 131072, 8192
write, 3, 0, 516682, 131072, 8192
write, 3, 0, 513302, 131072, 8192
write, 3, 0, 509351, 131072, 8192
write, 3, 0, 512291, 131072, 8192
write, 3, 0, 519712, 131072, 8192
write, 3, 0, 512981, 131072, 8192
write, 3, 0, 515052, 131072, 8192
write, 3, 0, 506600, 131072, 8192
write, 3, 0, 519142, 131072, 8192
write, 3, 0, 513801, 131072, 8192
write, 3, 0, 517052, 131072, 8192
write, 3, 0, 515132, 131072, 8192
write, 3, 0, 511531, 131072, 8192
write, 3, 0, 507071, 131072, 8192
write, 3, 0, 507341, 131072, 8192
write, 3, 0, 508611, 131072, 8192
write, 3, 0, 509751, 131072, 8192
write, 3, 0, 505010, 131072, 8192
write, 3, 0, 506471, 131072, 8192
write, 3, 0, 512552, 131072, 8192
write, 3, 0, 510721, 131072, 8192
write, 3, 0, 513141, 131072, 8192
write, 3, 0, 504780, 131072, 8192
write, 3, 0, 513762, 131072, 8192
write, 3, 0, 510251, 131072, 8192
write, 3, 0, 505161, 131072, 8192
write, 3, 0, 510171, 131072, 8192
write, 3, 0, 507391, 131072, 8192
write, 3, 0, 516682, 131072, 8192
write, 3, 0, 509251, 131072, 8192
write, 3, 0, 508731, 131072, 8192
write, 3, 0, 511211, 131072, 8192
write, 3, 0, 513611, 131072, 8192
write, 3, 0, 511051, 131072, 8192
write, 3, 0, 511352, 131072, 8192
