operation, contention, priorities, seconds, nanoseconds, bytes, iterations
write, 0, f0e0d0c, 0, 492440, 131072, 8192
write, 0, f0e0d0c, 0, 490689, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 501230, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490689, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 496529, 131072, 8192
write, 0, f0e0d0c, 0, 490689, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490689, 131072, 8192
write, 0, f0e0d0c, 0, 490680, 131072, 8192
write, 0, f0e0d0c, 0, 511131, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 496920, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 495790, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490680, 131072, 8192
write, 0, f0e0d0c, 0, 490689, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490689, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 495970, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490689, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 495540, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
write, 0, f0e0d0c, 0, 490679, 131072, 8192
