operation, threshold, sec, ns, MB, accesses
read, 0, 0, 3255516, 1048576, 262144
read, 0, 0, 3294699, 1048576, 262144
read, 0, 0, 3206261, 1048576, 262144
read, 0, 0, 3045714, 1048576, 262144
read, 0, 0, 3240914, 1048576, 262144
read, 1, 0, 3178367, 1048576, 262144
read, 1, 0, 3136424, 1048576, 262144
read, 1, 0, 3024142, 1048576, 262144
read, 1, 0, 3133633, 1048576, 262144
read, 1, 0, 3119541, 1048576, 262144
read, 1, 0, 3119212, 1048576, 262144
read, 1, 0, 3150584, 1048576, 262144
read, 1, 0, 2974897, 1048576, 262144
read, 1, 0, 3124773, 1048576, 262144
read, 1, 0, 3140624, 1048576, 262144
read, 2, 0, 3161326, 1048576, 262144
read, 2, 0, 3149235, 1048576, 262144
read, 2, 0, 3028252, 1048576, 262144
read, 2, 0, 3146954, 1048576, 262144
read, 2, 0, 3201649, 1048576, 262144
read, 2, 0, 3091969, 1048576, 262144
read, 2, 0, 3063296, 1048576, 262144
read, 2, 0, 3164006, 1048576, 262144
read, 2, 0, 3143924, 1048576, 262144
read, 2, 0, 3149435, 1048576, 262144
read, 3, 0, 3132423, 1048576, 262144
read, 3, 0, 3040464, 1048576, 262144
read, 3, 0, 3159966, 1048576, 262144
read, 3, 0, 3139243, 1048576, 262144
read, 3, 0, 3139553, 1048576, 262144
read, 3, 0, 3128812, 1048576, 262144
read, 3, 0, 3062156, 1048576, 262144
read, 3, 0, 3106941, 1048576, 262144
read, 3, 0, 3151994, 1048576, 262144
read, 3, 0, 3123582, 1048576, 262144
read, 4, 0, 3033623, 1048576, 262144
read, 4, 0, 3155285, 1048576, 262144
read, 4, 0, 3131883, 1048576, 262144
read, 4, 0, 3164526, 1048576, 262144
read, 4, 0, 3126983, 1048576, 262144
read, 4, 0, 3020432, 1048576, 262144
read, 4, 0, 3141863, 1048576, 262144
read, 4, 0, 3139024, 1048576, 262144
read, 4, 0, 3156436, 1048576, 262144
read, 4, 0, 3119422, 1048576, 262144
read, 5, 0, 3031203, 1048576, 262144
read, 5, 0, 3168977, 1048576, 262144
read, 5, 0, 3145204, 1048576, 262144
read, 5, 0, 3171037, 1048576, 262144
read, 5, 0, 3023122, 1048576, 262144
read, 5, 0, 3144985, 1048576, 262144
read, 5, 0, 3142194, 1048576, 262144
read, 5, 0, 3217262, 1048576, 262144
read, 5, 0, 3090629, 1048576, 262144
read, 5, 0, 3025422, 1048576, 262144
read, 6, 0, 3146674, 1048576, 262144
read, 6, 0, 3153005, 1048576, 262144
read, 6, 0, 3177088, 1048576, 262144
read, 6, 0, 3128512, 1048576, 262144
read, 6, 0, 3038424, 1048576, 262144
read, 6, 0, 3152785, 1048576, 262144
read, 6, 0, 3156055, 1048576, 262144
read, 6, 0, 3150115, 1048576, 262144
read, 6, 0, 3033273, 1048576, 262144
read, 6, 0, 3136853, 1048576, 262144
read, 7, 0, 3156955, 1048576, 262144
read, 7, 0, 3130083, 1048576, 262144
read, 7, 0, 3124442, 1048576, 262144
read, 7, 0, 3029082, 1048576, 262144
read, 7, 0, 3159665, 1048576, 262144
read, 7, 0, 3135534, 1048576, 262144
read, 7, 0, 3167767, 1048576, 262144
read, 7, 0, 3128582, 1048576, 262144
read, 7, 0, 3052545, 1048576, 262144
read, 7, 0, 3151225, 1048576, 262144
read, 8, 0, 3147074, 1048576, 262144
read, 8, 0, 3138234, 1048576, 262144
read, 8, 0, 3039744, 1048576, 262144
read, 8, 0, 3133944, 1048576, 262144
read, 8, 0, 3121052, 1048576, 262144
read, 8, 0, 3145364, 1048576, 262144
read, 8, 0, 3208231, 1048576, 262144
read, 8, 0, 3001709, 1048576, 262144
read, 8, 0, 3169426, 1048576, 262144
read, 8, 0, 3122382, 1048576, 262144
