benchamrk, data-size, run, duration
disparity, cif, 1, 46525889
disparity, cif, 2, 46461675
disparity, cif, 3, 46755287
disparity, cif, 4, 46427397
disparity, cif, 5, 46519954
disparity, cif, 6, 46258296
disparity, cif, 7, 46791536
disparity, cif, 8, 46553312
disparity, cif, 9, 46589448
disparity, cif, 10, 46495951
disparity, cif, 11, 46424177
disparity, cif, 12, 46803157
disparity, cif, 13, 46295916
disparity, cif, 14, 46488848
disparity, cif, 15, 46419529
disparity, cif, 16, 46584318
disparity, cif, 17, 46630743
disparity, cif, 18, 46553246
disparity, cif, 19, 46488711
disparity, cif, 20, 46823582
disparity, cif, 21, 46779837
disparity, cif, 22, 46558866
disparity, cif, 23, 46557887
disparity, cif, 24, 46592295
disparity, cif, 25, 46560827
disparity, cif, 26, 46660652
disparity, cif, 27, 46560599
disparity, cif, 28, 46592475
disparity, cif, 29, 46559344
disparity, cif, 30, 46423442
disparity, qcif, 1, 10895837
disparity, qcif, 2, 10732996
disparity, qcif, 3, 10604081
disparity, qcif, 4, 10895455
disparity, qcif, 5, 10930857
disparity, qcif, 6, 10699654
disparity, qcif, 7, 10569731
disparity, qcif, 8, 10863192
disparity, qcif, 9, 10629051
disparity, qcif, 10, 10635043
disparity, qcif, 11, 10796387
disparity, qcif, 12, 10634856
disparity, qcif, 13, 10763958
disparity, qcif, 14, 10635963
disparity, qcif, 15, 10571626
disparity, qcif, 16, 10732973
disparity, qcif, 17, 10764445
disparity, qcif, 18, 10764529
disparity, qcif, 19, 10768097
disparity, qcif, 20, 10573352
disparity, qcif, 21, 10538135
disparity, qcif, 22, 10701918
disparity, qcif, 23, 10602260
disparity, qcif, 24, 10634620
disparity, qcif, 25, 10568398
disparity, qcif, 26, 10567583
disparity, qcif, 27, 10634196
disparity, qcif, 28, 10636812
disparity, qcif, 29, 10637710
disparity, qcif, 30, 10670701
disparity, sim, 1, 205163
disparity, sim, 2, 204788
disparity, sim, 3, 206160
disparity, sim, 4, 205749
disparity, sim, 5, 206330
disparity, sim, 6, 206210
disparity, sim, 7, 206684
disparity, sim, 8, 207062
disparity, sim, 9, 206332
disparity, sim, 10, 206270
disparity, sim, 11, 205063
disparity, sim, 12, 206531
disparity, sim, 13, 206791
disparity, sim, 14, 208261
disparity, sim, 15, 206291
disparity, sim, 16, 206579
disparity, sim, 17, 207204
disparity, sim, 18, 205802
disparity, sim, 19, 205261
disparity, sim, 20, 206035
disparity, sim, 21, 205902
disparity, sim, 22, 206766
disparity, sim, 23, 205172
disparity, sim, 24, 206223
disparity, sim, 25, 206404
disparity, sim, 26, 205152
disparity, sim, 27, 204994
disparity, sim, 28, 204764
disparity, sim, 29, 205762
disparity, sim, 30, 204867
disparity, sim_fast, 1, 95044
disparity, sim_fast, 2, 94356
disparity, sim_fast, 3, 93193
disparity, sim_fast, 4, 92794
disparity, sim_fast, 5, 93503
disparity, sim_fast, 6, 92742
disparity, sim_fast, 7, 93606
disparity, sim_fast, 8, 94403
disparity, sim_fast, 9, 93521
disparity, sim_fast, 10, 92578
disparity, sim_fast, 11, 95134
disparity, sim_fast, 12, 94757
disparity, sim_fast, 13, 99409
disparity, sim_fast, 14, 93618
disparity, sim_fast, 15, 94132
disparity, sim_fast, 16, 93977
disparity, sim_fast, 17, 94730
