benchamrk, data-size, run, duration
disparity, cif, 1, 49001996
disparity, cif, 2, 48752829
disparity, cif, 3, 49266413
disparity, cif, 4, 48876374
disparity, cif, 5, 48881404
disparity, cif, 6, 48750368
disparity, cif, 7, 48877089
disparity, cif, 8, 48876315
disparity, cif, 9, 48610369
disparity, cif, 10, 48619319
disparity, cif, 11, 48741459
disparity, cif, 12, 49267839
disparity, cif, 13, 48619969
disparity, cif, 14, 48874039
disparity, cif, 15, 48608687
disparity, cif, 16, 48741014
disparity, cif, 17, 48742097
disparity, cif, 18, 48748409
disparity, cif, 19, 48486423
disparity, cif, 20, 48625737
disparity, cif, 21, 48605721
disparity, cif, 22, 49397955
disparity, cif, 23, 48614988
disparity, cif, 24, 48750066
disparity, cif, 25, 48878247
disparity, cif, 26, 49009398
disparity, cif, 27, 48743865
disparity, cif, 28, 48876754
disparity, cif, 29, 48745929
disparity, cif, 30, 48618195
disparity, qcif, 1, 11158917
disparity, qcif, 2, 10636631
disparity, qcif, 3, 10766154
disparity, qcif, 4, 10899820
disparity, qcif, 5, 11420586
disparity, qcif, 6, 10636401
disparity, qcif, 7, 10632264
disparity, qcif, 8, 10764661
disparity, qcif, 9, 10635010
disparity, qcif, 10, 10767179
disparity, qcif, 11, 10761444
disparity, qcif, 12, 10764558
disparity, qcif, 13, 10759227
disparity, qcif, 14, 10641028
disparity, qcif, 15, 10896680
disparity, qcif, 16, 10895268
disparity, qcif, 17, 11022553
disparity, qcif, 18, 10764215
disparity, qcif, 19, 11290208
disparity, qcif, 20, 10892414
disparity, qcif, 21, 10766575
disparity, qcif, 22, 11423303
disparity, qcif, 23, 11423185
disparity, qcif, 24, 10634609
disparity, qcif, 25, 10895701
disparity, qcif, 26, 10634607
disparity, qcif, 27, 10900089
disparity, qcif, 28, 10765083
disparity, qcif, 29, 10894327
disparity, qcif, 30, 10633641
disparity, sim, 1, 204925
disparity, sim, 2, 205991
disparity, sim, 3, 204716
disparity, sim, 4, 207908
disparity, sim, 5, 205167
disparity, sim, 6, 205942
disparity, sim, 7, 205793
disparity, sim, 8, 204670
disparity, sim, 9, 205555
disparity, sim, 10, 205720
