benchamrk, data-size, run, duration
disparity, cif, 1, 55205428
disparity, cif, 2, 55692038
disparity, cif, 3, 55166047
disparity, cif, 4, 55162728
disparity, cif, 5, 54643797
disparity, cif, 6, 55168981
disparity, cif, 7, 54636601
disparity, cif, 8, 55171500
disparity, cif, 9, 55689385
disparity, cif, 10, 55690812
disparity, cif, 11, 55151926
disparity, cif, 12, 55167642
disparity, cif, 13, 55166205
disparity, cif, 14, 54112777
disparity, cif, 15, 55688296
disparity, cif, 16, 55162817
disparity, cif, 17, 55165650
disparity, cif, 18, 55167727
disparity, cif, 19, 55163444
disparity, cif, 20, 55164580
disparity, cif, 21, 55164697
disparity, cif, 22, 56221564
disparity, cif, 23, 55162177
disparity, cif, 24, 55166371
disparity, cif, 25, 55166992
disparity, cif, 26, 55159143
disparity, cif, 27, 55172708
disparity, cif, 28, 55162313
disparity, cif, 29, 54638478
disparity, cif, 30, 55690403
disparity, qcif, 1, 11161632
disparity, qcif, 2, 11162860
disparity, qcif, 3, 12210193
disparity, qcif, 4, 13258871
disparity, qcif, 5, 11683868
disparity, qcif, 6, 11157868
disparity, qcif, 7, 16928812
disparity, qcif, 8, 16401940
disparity, qcif, 9, 11160766
disparity, qcif, 10, 12207335
disparity, qcif, 11, 11684467
disparity, qcif, 12, 11161946
disparity, qcif, 13, 11684017
disparity, qcif, 14, 13778461
disparity, qcif, 15, 11685135
disparity, qcif, 16, 13780939
disparity, qcif, 17, 12731775
disparity, qcif, 18, 11161532
disparity, qcif, 19, 11161008
disparity, qcif, 20, 12211206
disparity, qcif, 21, 16402853
disparity, qcif, 22, 11819373
disparity, qcif, 23, 11159938
disparity, qcif, 24, 11675168
disparity, qcif, 25, 11161198
disparity, qcif, 26, 11160482
disparity, qcif, 27, 25320467
disparity, qcif, 28, 11157469
disparity, qcif, 29, 11684804
disparity, qcif, 30, 11160957
disparity, sim, 1, 204981
disparity, sim, 2, 206660
disparity, sim, 3, 205277
disparity, sim, 4, 205502
disparity, sim, 5, 207891
disparity, sim, 6, 207184
disparity, sim, 7, 206453
disparity, sim, 8, 205809
disparity, sim, 9, 206904
disparity, sim, 10, 207123
disparity, sim, 11, 205635
disparity, sim, 12, 204910
disparity, sim, 13, 207142
disparity, sim, 14, 206352
disparity, sim, 15, 205341
disparity, sim, 16, 205308
disparity, sim, 17, 205332
disparity, sim, 18, 206501
disparity, sim, 19, 206030
disparity, sim, 20, 204442
disparity, sim, 21, 206802
disparity, sim, 22, 204928
disparity, sim, 23, 205840
disparity, sim, 24, 206131
disparity, sim, 25, 205864
disparity, sim, 26, 204958
disparity, sim, 27, 206116
disparity, sim, 28, 206298
disparity, sim, 29, 205880
disparity, sim, 30, 206016
disparity, sim_fast, 1, 95771
disparity, sim_fast, 2, 92968
disparity, sim_fast, 3, 93810
disparity, sim_fast, 4, 93078
disparity, sim_fast, 5, 92685
disparity, sim_fast, 6, 93363
disparity, sim_fast, 7, 93046
disparity, sim_fast, 8, 93563
disparity, sim_fast, 9, 92748
disparity, sim_fast, 10, 93433
disparity, sim_fast, 11, 93363
disparity, sim_fast, 12, 92651
disparity, sim_fast, 13, 93170
disparity, sim_fast, 14, 93148
disparity, sim_fast, 15, 93738
disparity, sim_fast, 16, 93053
disparity, sim_fast, 17, 94769
disparity, sim_fast, 18, 94669
disparity, sim_fast, 19, 93477
disparity, sim_fast, 20, 93603
disparity, sim_fast, 21, 93150
disparity, sim_fast, 22, 92894
disparity, sim_fast, 23, 94301
disparity, sim_fast, 24, 92591
disparity, sim_fast, 25, 93511
disparity, sim_fast, 26, 95374
disparity, sim_fast, 27, 93641
disparity, sim_fast, 28, 93716
disparity, sim_fast, 29, 94953
disparity, sim_fast, 30, 92848
disparity, sqcif, 1, 11684808
disparity, sqcif, 2, 5394079
disparity, sqcif, 3, 5393458
disparity, sqcif, 4, 5916031
disparity, sqcif, 5, 6441730
disparity, sqcif, 6, 5918210
disparity, sqcif, 7, 6442964
disparity, sqcif, 8, 5392057
disparity, sqcif, 9, 6442331
disparity, sqcif, 10, 5392891
disparity, sqcif, 11, 5393260
disparity, sqcif, 12, 5394034
disparity, sqcif, 13, 7491807
disparity, sqcif, 14, 5391736
disparity, sqcif, 15, 5394070
disparity, sqcif, 16, 6437237
disparity, sqcif, 17, 5394539
disparity, sqcif, 18, 8017540
disparity, sqcif, 19, 5914983
disparity, sqcif, 20, 5393082
disparity, sqcif, 21, 5390490
disparity, sqcif, 22, 5392948
disparity, sqcif, 23, 5389893
disparity, sqcif, 24, 5393086
disparity, sqcif, 25, 7490193
disparity, sqcif, 26, 5391986
disparity, sqcif, 27, 5392654
disparity, sqcif, 28, 5392291
disparity, sqcif, 29, 5392378
disparity, sqcif, 30, 5392095
disparity, vga, 1, 173436680
disparity, vga, 2, 172906502
disparity, vga, 3, 172404594
disparity, vga, 4, 173961927
disparity, vga, 5, 172925873
disparity, vga, 6, 173440081
disparity, vga, 7, 174485115
disparity, vga, 8, 173976210
disparity, vga, 9, 172922696
disparity, vga, 10, 173443355
disparity, vga, 11, 172389256
disparity, vga, 12, 173975861
disparity, vga, 13, 172391219
disparity, vga, 14, 174501863
disparity, vga, 15, 173953082
disparity, vga, 16, 172399608
disparity, vga, 17, 171337195
disparity, vga, 18, 173932816
disparity, vga, 19, 171857110
disparity, vga, 20, 172921106
disparity, vga, 21, 172381495
disparity, vga, 22, 172375654
disparity, vga, 23, 173960205
disparity, vga, 24, 172900020
disparity, vga, 25, 172388472
disparity, vga, 26, 173981023
disparity, vga, 27, 174472020
disparity, vga, 28, 173425725
disparity, vga, 29, 172402553
disparity, vga, 30, 171357764
localization, cif, 1, 76260027
localization, cif, 2, 76219240
localization, cif, 3, 76216920
localization, cif, 4, 76249433
localization, cif, 5, 76194591
localization, cif, 6, 76273901
localization, cif, 7, 76248585
localization, cif, 8, 76255967
localization, cif, 9, 76233645
localization, cif, 10, 76209688
localization, cif, 11, 76236699
localization, cif, 12, 76238611
localization, cif, 13, 76242541
localization, cif, 14, 76232242
localization, cif, 15, 76219714
localization, cif, 16, 76227206
localization, cif, 17, 76238502
localization, cif, 18, 79022192
localization, cif, 19, 76232194
localization, cif, 20, 76245149
localization, cif, 21, 76233454
localization, cif, 22, 76212327
localization, cif, 23, 76254681
localization, cif, 24, 76215720
localization, cif, 25, 76244681
localization, cif, 26, 76253870
localization, cif, 27, 76221363
localization, cif, 28, 87156991
localization, cif, 29, 76248957
localization, cif, 30, 76228065
localization, qcif, 1, 23161322
localization, qcif, 2, 23185684
localization, qcif, 3, 23159519
localization, qcif, 4, 23167870
localization, qcif, 5, 23149098
localization, qcif, 6, 23150418
localization, qcif, 7, 23127951
localization, qcif, 8, 23147080
localization, qcif, 9, 23152392
localization, qcif, 10, 23149422
localization, qcif, 11, 23140584
localization, qcif, 12, 23160463
localization, qcif, 13, 23183411
localization, qcif, 14, 23177468
localization, qcif, 15, 23134750
localization, qcif, 16, 23139353
localization, qcif, 17, 23128929
localization, qcif, 18, 23151454
localization, qcif, 19, 23194193
localization, qcif, 20, 24029541
localization, qcif, 21, 23126234
localization, qcif, 22, 23153604
localization, qcif, 23, 23177724
localization, qcif, 24, 23149522
localization, qcif, 25, 23166118
localization, qcif, 26, 23190981
localization, qcif, 27, 23140073
localization, qcif, 28, 23130801
localization, qcif, 29, 23133979
localization, qcif, 30, 23196282
localization, sim, 1, 220683
localization, sim, 2, 221712
localization, sim, 3, 221086
localization, sim, 4, 221612
localization, sim, 5, 220076
localization, sim, 6, 222843
localization, sim, 7, 221364
localization, sim, 8, 222354
localization, sim, 9, 224015
localization, sim, 10, 220038
localization, sim, 11, 221589
localization, sim, 12, 221063
localization, sim, 13, 222150
localization, sim, 14, 221244
localization, sim, 15, 219503
localization, sim, 16, 222232
localization, sim, 17, 221557
localization, sim, 18, 221020
localization, sim, 19, 221295
localization, sim, 20, 221671
localization, sim, 21, 221249
localization, sim, 22, 221655
localization, sim, 23, 220862
localization, sim, 24, 221273
localization, sim, 25, 221905
localization, sim, 26, 221189
localization, sim, 27, 221736
localization, sim, 28, 221753
localization, sim, 29, 221021
localization, sim, 30, 220442
