operation, seconds, nanoseconds, bytes
read, 0, 22669925, 16777216
read, 0, 22720010, 16777216
read, 0, 22689717, 16777216
read, 0, 22395757, 16777216
read, 0, 22598968, 16777216
read, 0, 22280416, 16777216
read, 0, 22970455, 16777216
read, 0, 22720700, 16777216
read, 0, 22453943, 16777216
read, 0, 22862314, 16777216
read, 0, 22572666, 16777216
read, 0, 22409089, 16777216
read, 0, 23038692, 16777216
read, 0, 22499618, 16777216
read, 0, 22244303, 16777216
read, 0, 22533242, 16777216
read, 0, 22460664, 16777216
read, 0, 22374576, 16777216
read, 0, 22840293, 16777216
read, 0, 22354323, 16777216
read, 0, 22518750, 16777216
read, 0, 22704399, 16777216
read, 0, 22827391, 16777216
read, 0, 22365084, 16777216
read, 0, 22584657, 16777216
read, 0, 22675326, 16777216
read, 0, 21786507, 16777216
read, 0, 22231211, 16777216
read, 0, 22286957, 16777216
read, 0, 22145453, 16777216
read, 0, 22778476, 16777216
read, 0, 22754083, 16777216
read, 0, 22702029, 16777216
read, 0, 22571255, 16777216
read, 0, 22857114, 16777216
read, 0, 22386116, 16777216
read, 0, 22668315, 16777216
read, 0, 22237712, 16777216
read, 0, 22468015, 16777216
read, 0, 22660774, 16777216
read, 0, 22221940, 16777216
read, 0, 22642912, 16777216
read, 0, 21728681, 16777216
read, 0, 21635772, 16777216
read, 0, 22810479, 16777216
read, 0, 22166265, 16777216
read, 0, 22199218, 16777216
read, 0, 22756354, 16777216
read, 0, 22062104, 16777216
read, 0, 22788867, 16777216
read, 0, 21928391, 16777216
read, 0, 22803499, 16777216
read, 0, 22512660, 16777216
read, 0, 22236812, 16777216
read, 0, 22706279, 16777216
read, 0, 22268725, 16777216
read, 0, 22819120, 16777216
read, 0, 22754463, 16777216
read, 0, 22670095, 16777216
read, 0, 22696148, 16777216
read, 0, 22590207, 16777216
read, 0, 22689247, 16777216
read, 0, 22538542, 16777216
read, 0, 22705799, 16777216
read, 0, 22598087, 16777216
read, 0, 22140112, 16777216
read, 0, 22717320, 16777216
read, 0, 22918270, 16777216
read, 0, 22953073, 16777216
read, 0, 22917460, 16777216
read, 0, 22916740, 16777216
read, 0, 23185036, 16777216
read, 0, 22671195, 16777216
read, 0, 22678826, 16777216
read, 0, 22760094, 16777216
read, 0, 22914040, 16777216
read, 0, 22792007, 16777216
read, 0, 22413499, 16777216
read, 0, 22099179, 16777216
read, 0, 22601008, 16777216
read, 0, 22130912, 16777216
read, 0, 22740732, 16777216
read, 0, 22123681, 16777216
read, 0, 22156854, 16777216
read, 0, 22683197, 16777216
read, 0, 22799908, 16777216
read, 0, 22761244, 16777216
read, 0, 22810069, 16777216
read, 0, 22669715, 16777216
read, 0, 22588597, 16777216
read, 0, 23211859, 16777216
read, 0, 22258144, 16777216
read, 0, 22858914, 16777216
read, 0, 22235192, 16777216
read, 0, 22668965, 16777216
read, 0, 22198469, 16777216
read, 0, 22783686, 16777216
read, 0, 22908669, 16777216
read, 0, 22681706, 16777216
read, 0, 23115939, 16777216
