operation, seconds, nanoseconds, bytes
read, 0, 20162544, 16777216
read, 0, 19665665, 16777216
read, 0, 20725360, 16777216
read, 0, 19519601, 16777216
read, 0, 19598119, 16777216
read, 0, 20934262, 16777216
read, 0, 20799348, 16777216
read, 0, 19687467, 16777216
read, 0, 19654374, 16777216
read, 0, 20636452, 16777216
read, 0, 20437862, 16777216
read, 0, 20554094, 16777216
read, 0, 20099908, 16777216
read, 0, 19703278, 16777216
read, 0, 19729371, 16777216
read, 0, 19835482, 16777216
read, 0, 19504979, 16777216
read, 0, 20644682, 16777216
read, 0, 19513330, 16777216
read, 0, 19541282, 16777216
read, 0, 19523791, 16777216
read, 0, 19823401, 16777216
read, 0, 19649273, 16777216
read, 0, 19577686, 16777216
read, 0, 20657554, 16777216
read, 0, 19543902, 16777216
read, 0, 22733022, 16777216
read, 0, 19679417, 16777216
read, 0, 19582927, 16777216
read, 0, 20731431, 16777216
read, 0, 19543983, 16777216
read, 0, 19535802, 16777216
read, 0, 22052673, 16777216
read, 0, 19521380, 16777216
read, 0, 20125941, 16777216
read, 0, 19573376, 16777216
read, 0, 19679527, 16777216
read, 0, 19519121, 16777216
read, 0, 19527662, 16777216
read, 0, 20397268, 16777216
read, 0, 19537632, 16777216
read, 0, 20849523, 16777216
read, 0, 19856844, 16777216
read, 0, 19515760, 16777216
read, 0, 19554143, 16777216
read, 0, 19539602, 16777216
read, 0, 19500859, 16777216
read, 0, 19728001, 16777216
read, 0, 21127171, 16777216
read, 0, 19810150, 16777216
read, 0, 19737563, 16777216
read, 0, 20806859, 16777216
read, 0, 20638362, 16777216
read, 0, 23021160, 16777216
read, 0, 20455854, 16777216
read, 0, 19562964, 16777216
read, 0, 19560375, 16777216
read, 0, 19528242, 16777216
read, 0, 20850214, 16777216
read, 0, 21687957, 16777216
read, 0, 19515890, 16777216
read, 0, 19610529, 16777216
read, 0, 19692258, 16777216
read, 0, 19875906, 16777216
read, 0, 19687387, 16777216
read, 0, 19531562, 16777216
read, 0, 19570825, 16777216
read, 0, 19508239, 16777216
read, 0, 19538792, 16777216
read, 0, 19535202, 16777216
read, 0, 19511089, 16777216
read, 0, 21967705, 16777216
read, 0, 19528502, 16777216
read, 0, 19799589, 16777216
read, 0, 19557104, 16777216
read, 0, 20546883, 16777216
read, 0, 19573956, 16777216
read, 0, 19664155, 16777216
read, 0, 19518030, 16777216
read, 0, 19692318, 16777216
read, 0, 19627161, 16777216
read, 0, 21866485, 16777216
read, 0, 19658474, 16777216
read, 0, 22040542, 16777216
read, 0, 19664595, 16777216
read, 0, 19514359, 16777216
read, 0, 20214460, 16777216
read, 0, 19541042, 16777216
read, 0, 19683797, 16777216
read, 0, 19701918, 16777216
read, 0, 19504029, 16777216
read, 0, 19537633, 16777216
read, 0, 21842133, 16777216
read, 0, 19521550, 16777216
read, 0, 19817420, 16777216
read, 0, 19668165, 16777216
read, 0, 19681146, 16777216
read, 0, 19523201, 16777216
read, 0, 19581686, 16777216
read, 0, 21867205, 16777216
